dataset,predrule0,predimprt0,predrule1,predimprt1,same
openstack,IF app <= 4.565000057220459 AND rrexp > -41.665000915527344 THEN defect = True,[0.49336516421162446],IF rrexp > 555.260009765625 AND la > 104.17499923706055 THEN defect = True,[0.13796239011118194],False
openstack,IF la > 103.45500183105469 AND app > 3.4350000619888306 THEN defect = True,[0.29781152385973997],IF nrev > 1.149999976158142 AND app <= 3.4950000047683716 AND rtime <= 90.14500045776367 THEN defect = True,[0.4657906724413922],False
openstack,IF app <= 4.565000057220459 AND nrev > 2.8149999380111694 AND age <= 20.0 THEN defect = True,[0.07850287480718281],IF age <= 9.71999979019165 AND la > -33.14999961853027 THEN defect = True,[0.18448483811673103],False
openstack,IF nrev > 2.109999895095825 AND app <= 3.1649999618530273 AND rrexp > 689.8849792480469 THEN defect = True,[0.09286481575273602],IF nrev <= 4.555000066757202 AND ent > 0.7350000143051147 THEN defect = True,[0.09381573794466634],False
openstack,IF la > -971.0149841308594 AND rtime <= 39.14499855041504 THEN defect = True,[0.33221438258757063],IF rtime <= 56.3700008392334 AND rrexp > 694.4700012207031 AND nrev <= 7.734999895095825 THEN defect = True,[0.08371316964266548],False
openstack,IF age <= 9.375 AND rrexp > 1674.9450073242188 AND nrev > 1.8600000143051147 THEN defect = True,[0.17255376101266368],IF age <= 14.605000019073486 AND nrev > 1.3949999809265137 AND app <= 4.140000104904175 THEN defect = True,[0.10859946926225506],False
openstack,IF app > 0.6949999928474426 AND age > 4.870000123977661 THEN defect = False,[0.732731516128701],IF rrexp <= 816.72998046875 AND app > 0.9900000095367432 AND nrev <= 4.295000076293945 THEN defect = False,[0.15530799807079348],False
openstack,IF nrev <= 1.784999966621399 AND age > -27.56999969482422 THEN defect = False,[1.9395458138741602e-23],IF la <= 338.8000030517578 AND nrev <= 1.840000033378601 THEN defect = False,[1.8922877969890246e-23],False
openstack,IF nrev <= 1.8049999475479126 AND rtime > -35.90999984741211 THEN defect = False,[0.17375849615332056],IF rrexp > -493.82000732421875 AND nrev <= 1.7699999809265137 THEN defect = False,[0.5394654694423401],False
openstack,IF nrev <= 4.914999961853027 AND app > 1.375 AND rtime > 9.019999980926514 THEN defect = False,[0.07549110360281576],IF ndev > 38.06999969482422 AND rtime > -35.21999931335449 AND nd <= 7.894999980926514 THEN defect = False,[0.24390682540191247],False
openstack,IF age > 2.1050000190734863 AND la <= 116.11000061035156 THEN defect = False,[0.2750309994154734],IF nrev <= 5.504999876022339 AND age > 0.9800000190734863 AND ent <= 0.26500000059604645 THEN defect = False,[0.5293386936860264],False
openstack,IF app <= 6.994999885559082 AND la > -132.65500259399414 AND nrev > 4.320000171661377 THEN defect = True,[0.14384051945052798],IF rtime <= 115.61000061035156 AND rtime <= 16.77500057220459 AND age <= 5.335000038146973 THEN defect = True,[0.19364236028144094],False
openstack,IF nrev > 1.7450000047683716 AND rrexp > 621.75 THEN defect = True,[0.139696127142032],IF nrev > 3.1600000858306885 AND app <= 2.7050000429153442 AND nrev > 3.0149999856948853 THEN defect = True,[0.0765889759067695],False
openstack,IF app > 2.6200000047683716 AND nrev <= 3.415000081062317 AND la <= 135.54999542236328 THEN defect = False,[0.10588300409096209],IF rrexp <= 2192.4649658203125 AND la <= 97.38500213623047 AND nrev <= 6.0350000858306885 THEN defect = False,[0.5992492367199478],False
openstack,IF app > 2.4950000047683716 AND age > -21.9950008392334 THEN defect = False,[0.10634465152370876],IF age > 21.739999771118164 AND nrev <= 5.980000019073486 THEN defect = False,[1.4987313427670315e-23],False
openstack,IF rrexp <= 2599.9400634765625 AND nrev <= 6.275000095367432 AND app > 2.365000009536743 THEN defect = False,[0.14947760963212198],IF asawr <= 0.11499999836087227 AND age <= 2.9000000953674316 THEN defect = False,[0.20138203613207853],False
openstack,IF nd <= 1.975000023841858 AND age > 3.034999966621399 THEN defect = False,[0.19050263960471753],IF age > 7.860000133514404 THEN defect = False,[0.11434435582259937],False
openstack,IF app > 2.834999918937683 THEN defect = False,[0.11297263978046755],IF ent <= 0.1550000011920929 THEN defect = False,[0.16352518866023144],False
openstack,IF la <= 155.24500274658203 AND age > -4.710000038146973 AND app > 3.1600000858306885 THEN defect = False,[1.055322385599988],IF nrev <= 0.48499999940395355 AND rrexp <= 2894.175048828125 AND nrev <= 7.019999980926514 THEN defect = False,[0.13840592226235587],False
openstack,IF age > 1.199999988079071 AND app > 0.024999999441206455 AND nrev <= 6.065000057220459 THEN defect = False,[0.16716310114239566],IF rrexp > 520.0599975585938 AND la <= 71.0 AND app > 1.7199999690055847 THEN defect = False,[0.29731095045380274],False
openstack,IF nrev <= 5.230000019073486 AND rrexp > 1293.0499877929688 AND nrev > 3.009999990463257 THEN defect = True,[0.2441034510066674],IF app > 3.5749999284744263 AND la <= 83.53499984741211 AND age <= 10.389999866485596 THEN defect = True,[0.19309059626297018],False
openstack,IF app <= 4.019999980926514 AND la <= 27.895000457763672 THEN defect = True,[0.30835049822606914],IF ent > 0.8449999988079071 AND rrexp > 1269.0249633789062 THEN defect = True,[0.28120656040303177],False
openstack,IF age > 8.420000076293945 AND rrexp <= 1976.3699951171875 THEN defect = False,[0.14973055068656174],IF app > 4.2149999141693115 AND age > -10.680000305175781 THEN defect = False,[0.6759415213099613],False
openstack,IF age > -5.799999952316284 AND nrev <= 5.840000152587891 AND app > 3.0549999475479126 THEN defect = False,[0.13388114261374154],IF app > 1.8100000023841858 AND rrexp <= 1695.699951171875 AND la <= 80.0 THEN defect = False,[0.07236706258379678],False
openstack,IF la <= 722.125 AND rrexp <= 610.1700134277344 AND rtime > -137.31999969482422 THEN defect = False,[0.16537287103413117],IF age > 1.8899999856948853 THEN defect = False,[0.4620791198153067],False
openstack,IF ent > 0.7749999761581421 AND rrexp <= 2032.47998046875 THEN defect = True,[0.13084965110049016],IF rrexp > 1318.8300170898438 AND la > 17.979999542236328 THEN defect = True,[0.239684450968136],False
openstack,IF age > -17.085000038146973 AND la <= 21.230000495910645 THEN defect = False,[0.11101861641121985],IF age > -27.039999961853027 AND app > 2.5549999475479126 THEN defect = False,[0.20165317836313928],False
openstack,IF nrev > 1.9350000023841858 AND app <= 2.2799999713897705 THEN defect = True,[0.22113222171136251],IF age <= 10.144999980926514 AND app <= 2.8850001096725464 THEN defect = True,[0.13863604155958997],False
openstack,IF app > 0.11500000394880772 AND la <= 1389.6950073242188 AND rrexp <= 193.32500457763672 THEN defect = False,[0.08175640022746815],IF la <= 619.75 AND rrexp <= 580.5449829101562 THEN defect = False,[0.24459173635918444],False
openstack,IF rrexp <= 1781.0250244140625 AND la <= 22.824999809265137 AND rrexp > 851.1849975585938 THEN defect = False,[0.4700733032882218],IF rrexp <= 1968.2349853515625 AND app > 2.584999918937683 THEN defect = False,[0.14858863268261766],False
openstack,IF nrev <= 3.9950000047683716 AND la <= 47.08999824523926 THEN defect = False,[1.6742426153063262e-23],IF nrev <= 3.7200000286102295 AND ent <= 0.5349999964237213 THEN defect = False,[1.6630986811901974e-23],False
openstack,IF nrev > -0.9199999868869781 AND rrexp > 1137.969970703125 AND age <= 6.724999904632568 THEN defect = True,[0.1267886105595277],IF rrexp > 267.0950050354004 AND app <= 2.819999933242798 AND nrev > -0.7199999988079071 THEN defect = True,[0.057597782182933516],False
openstack,IF app <= 3.8049999475479126 AND rrexp <= 788.0849914550781 THEN defect = False,[0.2752752695218584],IF app > 3.6500000953674316 AND la <= 358.885009765625 AND rrexp <= 1794.25 THEN defect = False,[0.20830504439280256],False
openstack,IF rrexp <= 881.2050170898438 AND nrev <= 7.590000152587891 AND ns > 1.5999999642372131 THEN defect = False,[0.13955318838814024],IF la <= 852.7950134277344 AND age > 16.199999809265137 THEN defect = False,[0.3375825746210084],False
openstack,IF nrev > -1.699999988079071 AND nrev <= 3.1500000953674316 AND app <= 1.75 THEN defect = True,[0.38500271224485955],IF age <= 1.4550000429153442 AND nrev <= 5.680000066757202 AND app <= 3.3950001001358032 THEN defect = True,[0.08894615052338162],False
qt,IF rsexp > 1175.6099853515625 AND age > -38.545000076293945 AND ndev <= 26.094999313354492 THEN defect = False,[0.06946611663356898],IF nrev > 2.9950000047683716 AND rtime > 6.304999828338623 THEN defect = False,[0.11444162824919821],False
qt,IF age <= 9.830000400543213 AND ld > 3.6049998998641968 AND nrev <= 2.1700000762939453 THEN defect = True,[0.2821492028373691],IF nrev > 1.2599999904632568 AND ndev > -3.3950001001358032 AND age <= 12.615000247955322 THEN defect = True,[0.12491974467986706],False
qt,IF age <= 3.609999895095825 AND rtime > -20.980000495910645 AND nrev <= 1.4300000071525574 THEN defect = False,[0.1442779603236602],IF nrev <= 1.4350000023841858 THEN defect = False,[0.6307794440793736],False
qt,IF asawr <= 0.054999999701976776 AND ndev > 35.77000045776367 THEN defect = True,[0.153414336491188],IF age <= 54.35499954223633 AND nrev > 2.90500009059906 THEN defect = True,[0.059757653386220425],False
qt,IF age <= 14.154999732971191 AND nrev > 0.2750000059604645 THEN defect = True,[1.886366791702468e-23],IF age <= 12.355000019073486 THEN defect = True,[1.559959809264736e-23],False
qt,IF ndev <= 29.670000076293945 AND rsexp > 4.215000092983246 AND nrev <= 1.1399999856948853 THEN defect = False,[0.13503276797011124],IF rsexp > 336.7449951171875 AND ndev <= 7.940000057220459 THEN defect = False,[0.14271955932083474],False
qt,IF rsexp > 106.45499801635742 THEN defect = False,[0.2305174893801022],IF hcmt <= 4.5950000286102295 AND ndev <= 36.239999771118164 THEN defect = False,[0.22306626023118323],False
qt,IF age > -22.454999923706055 AND nrev <= 1.0449999570846558 THEN defect = False,[0.19365874777899933],IF ndev <= 5.434999942779541 THEN defect = False,[0.12640916755309436],False
qt,IF age > 7.0950000286102295 AND nrev <= 2.84499990940094 THEN defect = False,[1.706250232654142e-23],IF age > -14.404999732971191 AND rsexp > -109.39500045776367 AND nrev <= 1.8350000381469727 THEN defect = False,[0.12993158114298498],False
qt,IF rsexp > 964.2550048828125 AND nrev <= 2.274999976158142 AND age > -10.289999961853027 THEN defect = False,[0.06811237259668279],IF hcmt <= 2.940000057220459 AND ndev > 13.49500036239624 AND rsexp > 826.7650146484375 THEN defect = False,[0.12166189003472162],False
qt,IF hcmt > 7.069999933242798 AND nrev > 0.03499999921768904 AND la > -1592.9199829101562 THEN defect = True,[0.13107350567491413],IF ndev > 12.934999942779541 THEN defect = True,[0.1150526154555054],False
qt,IF nrev <= 1.9700000286102295 AND age <= 17.039999961853027 AND rsexp > 465.09999084472656 THEN defect = False,[0.18405175340257585],IF rsexp > 613.260009765625 AND age > -20.335000038146973 THEN defect = False,[0.19357084391371043],False
qt,IF age <= 0.5700000114738941 AND nrev <= 0.6550000011920929 AND ndev <= 0.38499999046325684 THEN defect = False,[0.8151063278451541],IF la <= 277.43499755859375 AND nrev <= 0.42000000178813934 THEN defect = False,[2.1632679974358213e-23],False
qt,IF age <= 7.184999942779541 AND hcmt > 1.5450000166893005 THEN defect = True,[1.1529990496123373e-23],IF age <= 10.720000267028809 AND rsexp <= 401.364990234375 THEN defect = True,[1.1445070542033501e-23],False
qt,IF age > 26.739999771118164 AND age > 8.09499979019165 THEN defect = False,[1.85558738381677e-23],IF age > 20.179999351501465 AND nrev <= 6.980000019073486 THEN defect = False,[1.5724866013441528e-23],False
qt,IF nrev > 1.8350000381469727 AND ld > 2.875 THEN defect = True,[0.08468984467268395],IF la > -118.80500030517578 AND ndev <= 13.764999866485596 THEN defect = True,[0.632006739946157],False
qt,IF ndev <= 59.260000228881836 AND age > 6.419999837875366 THEN defect = False,[0.1293042008822501],IF age > -0.4649999886751175 AND rsexp > 1408.2100219726562 AND ndev <= 54.349998474121094 THEN defect = False,[0.15326506361973094],False
qt,IF nrev > -0.1899999976158142 AND rsawr <= 0.22500000149011612 AND age <= 14.904999732971191 THEN defect = True,[0.06560561678653112],IF ndev > 19.979999542236328 AND hcmt > 1.524999976158142 THEN defect = True,[0.2092605310120716],False
qt,IF rsexp > 1252.1300048828125 AND nrev <= 4.909999847412109 AND age > -18.36500072479248 THEN defect = False,[0.1040376648261973],IF ndev <= 30.969999313354492 AND rsexp > 1583.25 THEN defect = False,[0.11433092303667647],False
qt,IF hcmt <= 1.7899999618530273 THEN defect = False,[0.2976155756100615],IF rtime > 4.065000057220459 AND ndev <= 55.209999084472656 AND nrev <= 3.975000023841858 THEN defect = False,[0.25377061837852305],False
qt,IF ns <= 1.3850000500679016 AND ndev > 4.065000057220459 AND age <= 13.894999980926514 THEN defect = True,[6.833888146385088e-24],IF nrev > 1.1449999809265137 AND ndev > -4.764999866485596 THEN defect = True,[5.827629150101157e-24],False
qt,IF nrev <= 0.42499999701976776 AND la <= 278.88999938964844 THEN defect = False,[5.95589390660525e-23],IF rsexp <= 12.994999885559082 AND la <= 540.9949951171875 AND rtime <= 0.044999999925494194 THEN defect = False,[0.08762477093663334],False
qt,IF ent > 0.2549999952316284 AND rsawr <= 0.23499999940395355 AND rsexp <= 350.6699981689453 THEN defect = True,[0.16153156037261884],IF age <= 32.285000801086426 AND hcmt > 1.9900000095367432 AND hcmt > 9.84000015258789 THEN defect = True,[0.09216137323342549],False
qt,IF rsawr <= 0.03499999921768904 AND ns > 1.4450000524520874 AND age > -3.2100000381469727 THEN defect = False,[0.15667489901026607],IF nrev <= 1.7200000286102295 AND ns > 0.7450000047683716 AND la <= 286.6949920654297 THEN defect = False,[0.16768885467852587],False
qt,IF ndev <= 0.4050000011920929 AND la <= 314.36500549316406 AND nrev <= 0.5849999785423279 THEN defect = False,[0.11772207180089492],IF la <= 284.5950012207031 AND nrev <= 0.35500000417232513 THEN defect = False,[1.8243814350764558e-23],False
qt,IF rsexp <= 492.9600067138672 AND age <= 15.0 AND ndev <= 4.700000047683716 THEN defect = True,[0.4253834065586058],IF rsexp <= 386.6800079345703 AND ndev > -8.704999923706055 THEN defect = True,[0.2249134644165339],False
qt,IF ndev <= 8.714999675750732 THEN defect = False,[0.07934136770575573],IF ndev <= 2.4200000762939453 AND rtime <= 261.4550018310547 AND age <= 12.735000133514404 THEN defect = False,[0.6068177031401794],False
qt,IF nrev <= 2.9800000190734863 AND rsexp > -4.619999885559082 AND age > -9.87999963760376 THEN defect = False,[0.7436107098659334],IF hcmt <= 4.670000076293945 AND rsexp > 95.3499984741211 THEN defect = False,[0.05872150730526599],False
qt,IF ndev <= 2.9700000286102295 THEN defect = False,[0.41279193991224006],IF rsexp > -58.06500053405762 AND nrev <= 3.7949999570846558 THEN defect = False,[0.10272489864055191],False
qt,IF nrev > 2.7899999618530273 AND rtime <= 296.27500915527344 AND rsexp <= 1437.635009765625 THEN defect = True,[0.14846345994267712],IF ent > -0.17999999970197678 AND rtime <= 183.03500366210938 THEN defect = True,[0.1904633239876709],False
qt,IF nrev > 0.8350000083446503 AND age <= 5.305000066757202 THEN defect = True,[0.07538666053888977],IF ndev > 5.505000114440918 THEN defect = True,[1.0032380617463152],False
qt,IF nrev <= 0.41499999165534973 AND la <= 293.4250030517578 THEN defect = False,[2.1418855584990378e-23],IF rsawr > 0.004999999888241291 AND ent <= 0.1899999976158142 THEN defect = False,[0.11503487284479967],False
qt,IF rsexp > 1532.0800170898438 AND ld > 4.585000038146973 AND age > -8.455000400543213 THEN defect = False,[0.3251859271842758],IF ndev <= 20.039999961853027 AND age > 0.6200000047683716 AND nrev <= 6.359999895095825 THEN defect = False,[0.22483716296331863],False
qt,IF age > -3.9650001525878906 AND rsexp > 457.8699951171875 AND nrev <= 1.3149999976158142 THEN defect = False,[0.41967893021295644],IF rsexp > 1400.260009765625 AND ndev <= 31.664999961853027 AND nrev <= 7.440000057220459 THEN defect = False,[0.14879962896877189],False
qt,IF ndev <= 32.96500015258789 AND age <= 6.0299999713897705 AND rsexp <= 1226.4349975585938 THEN defect = True,[0.5173415548560686],IF nrev > 0.33500000834465027 AND age <= 8.889999866485596 AND ndev > -22.975000381469727 THEN defect = True,[0.21649883469383402],False
qt,IF rsexp > 90.31999969482422 AND hcmt <= 8.980000019073486 AND age > 15.114999771118164 THEN defect = False,[0.3010029943116427],IF age > 7.884999990463257 AND rsexp > 204.34000396728516 AND nrev <= 6.914999961853027 THEN defect = False,[0.2010558900370872],False
qt,IF ndev > -3.869999885559082 AND age <= 1.774999976158142 THEN defect = True,[0.7953132861552751],IF age <= 7.805000066757202 AND rsexp <= 569.4649963378906 AND nrev <= 2.0999999046325684 THEN defect = True,[0.1308422900060088],False
qt,IF asexp > 1295.1699829101562 AND nrev <= 1.034999966621399 THEN defect = False,[0.28914846737300626],IF rsexp > 221.625 AND ndev <= 2.7350000143051147 AND age > -1.9100000262260437 THEN defect = False,[0.22695040293811572],False
qt,IF hcmt > -0.1999999973922968 AND ndev > 4.384999990463257 AND age <= 15.40500020980835 THEN defect = True,[0.11232844855917617],IF ndev <= 11.065000057220459 AND age > 8.84000015258789 AND hcmt > 2.4350000619888306 THEN defect = True,[0.20530936241587483],False
qt,IF rsexp > 653.4649963378906 AND ndev <= 15.135000228881836 THEN defect = False,[0.23148926434150088],IF age > -5.069999933242798 AND ent <= 0.8149999976158142 THEN defect = False,[0.2261381630081496],False
qt,IF rtime > 1.159999966621399 THEN defect = False,[0.7559428423020333],IF rsexp > -89.61000061035156 AND age > 8.149999618530273 AND hcmt <= 2.1750000715255737 THEN defect = False,[0.7548177492850062],False
qt,IF hcmt <= 8.364999771118164 AND age > 27.675000190734863 THEN defect = False,[1.9262908185672475e-23],IF age > 26.844999313354492 THEN defect = False,[2.3282031885421895e-23],False
qt,IF ndev <= 5.744999885559082 AND age <= 12.449999809265137 AND la <= 141.44499969482422 THEN defect = False,[0.5129646368176163],IF rsexp > 1683.7150268554688 THEN defect = False,[0.10602668955423598],False
qt,IF rsexp > 325.1199951171875 AND age > 6.075000047683716 THEN defect = False,[0.42639204120986424],IF rsexp > 628.3949890136719 AND age > -3.2350000143051147 THEN defect = False,[0.16096867795064415],False
qt,IF rsawr > 0.6850000023841858 AND age <= 16.729999542236328 THEN defect = False,[0.8446162590615993],IF nrev <= 1.0049999952316284 AND age <= 31.15999984741211 AND rtime > 1.2000000476837158 THEN defect = False,[0.16256690603743584],False
qt,IF nrev <= 1.1449999809265137 AND rsexp > 699.760009765625 AND age > -14.460000038146973 THEN defect = False,[0.0676967072018134],IF ndev <= 20.295000076293945 AND nrev <= 3.034999966621399 AND rsexp > 849.8949890136719 THEN defect = False,[0.15752701217721646],False
qt,IF ndev > 3.5749999284744263 AND age <= 8.514999866485596 AND hcmt > 2.569999933242798 THEN defect = True,[4.160936812678141e-24],IF age <= 13.625 AND hcmt > 2.465000033378601 AND rsexp <= 797.8450012207031 THEN defect = True,[0.0790678947154612],False
qt,IF ndev <= 7.865000009536743 AND asexp <= 63.880001068115234 AND asexp <= 62.545000076293945 THEN defect = False,[0.3386204409487274],IF age > 17.354999542236328 AND rtime > -24.445000648498535 THEN defect = False,[2.2340373382242743e-23],False
qt,IF hcmt <= 5.3450000286102295 AND rtime > -36.72500038146973 THEN defect = False,[0.15982769440991637],IF rsexp > 857.4349975585938 AND ld <= 22.449999809265137 THEN defect = False,[0.20497853491201823],False
qt,IF la <= 133.2349967956543 AND asexp > 1.4399999976158142 AND age > -0.8399999737739563 THEN defect = False,[0.7788405071691135],IF la <= 633.9649963378906 AND nrev <= 0.5550000071525574 THEN defect = False,[0.49526193890909737],False
qt,IF rsexp <= 547.0399780273438 AND age <= 22.769999504089355 THEN defect = True,[0.599860756352047],IF nd > 0.8449999988079071 AND rsexp <= 749.9049987792969 AND age <= 5.0350000858306885 THEN defect = True,[0.15588452706951314],False
qt,IF ndev > 1.7949999570846558 THEN defect = True,[0.04491093774959686],IF rsexp <= 141.44499969482422 AND hcmt <= 3.2949999570846558 AND asawr > -0.03499999921768904 THEN defect = True,[0.05641159136298271],False
qt,IF rsexp <= 2906.52001953125 AND nrev > 4.240000009536743 THEN defect = True,[0.1791179849181865],IF ndev > -15.380000114440918 AND rsexp <= 3075.489990234375 AND hcmt > 11.014999866485596 THEN defect = True,[0.06526064039872792],False
qt,IF rsexp > 1295.85498046875 AND la > 2.0299999713897705 AND ndev <= 29.86500072479248 THEN defect = False,[0.13682249938877464],IF hcmt <= 1.8600000143051147 AND la <= 705.9249877929688 THEN defect = False,[0.2653895139746576],False
qt,IF ndev <= 5.4700000286102295 THEN defect = False,[0.35103389323718504],IF age > 9.380000114440918 AND age > 20.005000114440918 THEN defect = False,[2.8400345537777345e-23],False
qt,IF age <= 9.510000228881836 AND rsexp <= 710.1199951171875 THEN defect = True,[2.1465667717993938e-23],IF ndev > 19.020000457763672 AND age <= 31.200000762939453 THEN defect = True,[0.6059561084913675],False
qt,IF ndev > 14.005000114440918 AND asexp > 755.4949951171875 THEN defect = False,[0.04531726617612381],IF rtime > 0.9149999916553497 AND age <= 2.240000009536743 THEN defect = False,[0.13054915587579802],False
qt,IF la <= 68.68500137329102 THEN defect = False,[0.2785337556823348],IF la <= 31.655000686645508 THEN defect = False,[0.14934107979822148],False
qt,IF age > 9.84000015258789 AND hcmt <= 2.5649999380111694 AND ent <= 0.8650000095367432 THEN defect = False,[0.19941694552750325],IF nrev <= 4.634999990463257 AND age > 12.889999866485596 AND ndev <= 4.909999847412109 THEN defect = False,[0.14835939565761752],False
qt,IF rsexp > 454.80999755859375 AND ndev <= 15.244999885559082 THEN defect = False,[0.21789477021561118],IF rsexp > 390.02000427246094 AND ld <= 26.735000610351562 THEN defect = False,[0.21948583846638742],False
qt,IF ndev <= 16.989999771118164 THEN defect = False,[0.35432099350839685],IF rsexp > 1356.1449584960938 AND la <= 6141.47509765625 AND age > 0.875 THEN defect = False,[0.2588388310532485],False
qt,IF la <= 322.0749969482422 AND app <= 0.7699999809265137 AND hcmt <= 0.2150000035762787 THEN defect = False,[0.0394883425263959],IF ent <= 0.13499999791383743 THEN defect = False,[0.08602890621899588],False
qt,IF la <= 104.59000015258789 AND ns <= 1.9249999523162842 THEN defect = True,[0.13915888674238894],IF asawr <= 0.024999999441206455 THEN defect = True,[0.15853321256935604],False
qt,IF rsexp > 1185.7449951171875 AND age <= 21.119999885559082 THEN defect = False,[0.20096170676374447],IF ld <= 314.2899932861328 AND asawr <= 0.014999999664723873 AND age > 9.244999885559082 THEN defect = False,[0.2982182302040852],False
qt,IF la <= 121.68500137329102 AND ndev <= 0.8100000023841858 THEN defect = False,[0.45549538545116464],IF nrev <= 0.29500000178813934 AND la <= 281.125 THEN defect = False,[1.729540988278123e-23],False
qt,IF asexp > 1160.050048828125 THEN defect = False,[0.8366749387507596],IF ndev <= 9.945000171661377 AND nrev <= 4.525000095367432 THEN defect = False,[0.16849957469907825],False
qt,IF asexp > 968.9800109863281 AND ns > 0.4349999874830246 THEN defect = False,[0.2546500200026888],IF ndev <= 42.30500030517578 AND rsexp > 147.49500465393066 AND hcmt <= 1.5649999976158142 THEN defect = False,[0.23834542769621128],False
qt,IF rsexp > 491.7200012207031 AND nrev <= 2.0149999856948853 AND age > -5.784999847412109 THEN defect = False,[0.1803956753403694],IF nrev <= 1.0399999618530273 AND rsexp > -200.30999755859375 AND age > -2.2899999618530273 THEN defect = False,[0.15730889175374171],False
qt,IF hcmt <= 0.9099999964237213 AND la <= 76.94499969482422 THEN defect = False,[0.05069044957061836],IF la <= 31.65000057220459 THEN defect = False,[0.13935317487390952],False
qt,IF nrev <= 0.4349999874830246 AND la <= 260.5899963378906 THEN defect = False,[2.1093630938028934e-23],IF la <= 264.3249969482422 AND nrev <= 0.26000000536441803 THEN defect = False,[1.561819044487896e-23],False
qt,IF ndev <= 18.864999771118164 AND hcmt <= 3.990000009536743 AND rsexp <= 316.61500549316406 THEN defect = False,[0.2240777396708189],IF age > 10.350000381469727 AND asexp > 53.07500076293945 AND age <= 31.65499973297119 THEN defect = False,[0.08375162767778273],False
qt,IF la <= 31.675000190734863 AND ndev <= 44.68499946594238 AND hcmt > 2.569999933242798 THEN defect = True,[0.07189282602406154],IF hcmt > -0.15499999560415745 AND ndev > 33.46999931335449 AND rsexp <= 2347.300048828125 THEN defect = True,[0.15554007124246727],False
qt,IF nd > 2.024999976158142 AND hcmt <= 0.2549999952316284 THEN defect = False,[0.22342942986137593],IF ent <= 0.6550000011920929 AND age <= 2.684999942779541 AND ld <= 77.05000305175781 THEN defect = False,[0.2745638130819693],False
qt,IF la > 261.3249969482422 AND ent <= 0.33500000834465027 THEN defect = False,[0.4142668588723924],IF la <= 314.7749938964844 AND ndev <= 0.36499999463558197 THEN defect = False,[0.1041065901017276],False
qt,IF la <= 292.61500549316406 AND nrev <= 0.255000002682209 THEN defect = False,[2.527859498265428e-23],IF ld <= 6.275000095367432 AND hcmt <= 0.3200000114738941 THEN defect = False,[0.05050082843234652],False
qt,IF hcmt > -1.0800000131130219 AND age <= 14.934999942779541 AND rsexp <= 718.1750183105469 THEN defect = True,[7.956336814306268e-24],IF rsexp <= 919.3200073242188 AND ndev > 5.474999904632568 AND age <= 11.244999885559082 THEN defect = True,[6.4300509785414475e-24],False
qt,IF ndev <= 11.434999942779541 AND age > 1.7300000190734863 THEN defect = False,[0.16454471302348012],IF rsexp > 627.7799987792969 AND ndev <= 13.684999942779541 THEN defect = False,[0.2606650311649978],False
qt,IF ns > 1.1399999856948853 AND nd <= 10.295000076293945 AND la > 154.0250015258789 THEN defect = False,[0.05594903028250651],IF ns > 1.25 THEN defect = False,[0.33278673807297315],False
qt,IF hcmt <= 11.485000133514404 AND nrev <= 2.465000033378601 THEN defect = False,[0.09448708907481138],IF age > -4.140000104904175 AND rsexp > 230.4000015258789 AND self > -0.925000011920929 THEN defect = False,[0.07294922834060948],False
qt,IF hcmt > -0.5800000131130219 AND ndev > -5.059999942779541 AND age <= 27.135000228881836 THEN defect = True,[0.0522108892455222],IF ndev <= 2.4850000143051147 AND rsexp <= 110.78999710083008 AND ld <= 262.2449951171875 THEN defect = True,[0.20270192565283746],False
qt,IF nrev > 2.0449999570846558 AND age <= 26.639999389648438 THEN defect = True,[0.06053948059146186],IF age <= 11.545000076293945 AND nrev > 0.055000001564621925 THEN defect = True,[2.1258352480099917e-23],False
qt,IF nrev > -0.16999999806284904 AND la > 43.5 THEN defect = True,[0.1151982055696342],IF rsexp <= 152.47000122070312 THEN defect = True,[0.06343313235659857],False
qt,IF rsexp > 41.05499839782715 THEN defect = False,[0.04386452914705711],IF ndev <= 6.3450000286102295 AND rtime > -19.135000228881836 THEN defect = False,[0.1222953050263686],False
qt,IF rsexp > 204.44000244140625 AND rsexp > -1248.27001953125 THEN defect = False,[0.04754093565129245],IF asexp > 58.58500099182129 THEN defect = False,[0.06600500806668526],False
qt,IF nrev <= 2.774999976158142 AND rsawr > 0.1249999962747097 THEN defect = False,[0.13158038835060085],IF rsexp > 1185.9450073242188 AND nrev > 1.9450000524520874 AND asexp > 159.7949981689453 THEN defect = False,[0.12814438141745316],False
qt,IF age > -1.125 AND ndev <= 15.485000133514404 AND nrev <= 6.960000038146973 THEN defect = False,[0.1323819569512115],IF ndev <= 36.420000076293945 AND nrev <= 5.549999952316284 AND rsexp > 1479.530029296875 THEN defect = False,[0.05664559428824663],False
qt,IF age <= 10.575000286102295 AND rsexp <= 1363.344970703125 AND ndev > 15.949999809265137 THEN defect = True,[7.494520866776374e-24],IF ndev > 16.960000038146973 AND rsexp <= 1618.3599853515625 AND age <= 8.65999984741211 THEN defect = True,[0.38889927067353736],False
qt,IF hcmt <= 1.3849999904632568 AND rsexp > 1207.5250244140625 THEN defect = False,[0.15511963476975932],IF hcmt <= 2.950000047683716 AND rsexp > 443.1599884033203 AND rsexp <= 2114.429931640625 THEN defect = False,[0.12368195987760916],False
qt,IF rtime > -14.53000020980835 AND rsexp > 268.4599914550781 THEN defect = False,[0.4525653494601292],IF app > 1.024999976158142 THEN defect = False,[0.561071735979011],False
