dataset,predrule0,predimprt0,predrule1,predimprt1,same
openstack,IF nrev <= 3.634999990463257 AND asawr > 0.004999999888241291 THEN defect = False,[0.20702369791963524],IF asawr <= 0.044999999925494194 AND rrexp > 458.2050018310547 THEN defect = False,[0.02466186094423424],False
openstack,IF rtime > 2.909999966621399 AND la <= 69.10499954223633 AND app <= 9.654999732971191 THEN defect = False,[0.1119887848219713],IF app <= 6.065000057220459 AND rtime > -0.009999997913837433 AND age > 0.17999999970197678 THEN defect = False,[0.16946986122132712],False
openstack,IF app <= 2.0049999952316284 AND app > 0.3150000050663948 AND la <= 341.05999755859375 THEN defect = False,[0.10020437640857398],IF rtime > 0.3349999934434891 AND app <= 2.0899999141693115 AND la > 92.20999908447266 THEN defect = False,[0.32514951062850384],False
openstack,IF nd > 1.2050000429153442 AND app > 3.990000009536743 AND ndev <= 151.33499908447266 THEN defect = False,[0.11869223658918802],IF app <= 4.134999990463257 AND app > 3.9250000715255737 THEN defect = False,[0.15006397894087573],False
openstack,IF la <= 131.7300033569336 AND rtime > 0.8499999940395355 THEN defect = False,[0.32931181362260203],IF nrev <= 1.0149999856948853 AND nrev <= 2.990000009536743 THEN defect = False,[4.6812911476859116e-24],False
openstack,IF app <= 3.140000104904175 AND rsawr <= 0.9050000011920929 AND la <= 253.23999786376953 THEN defect = False,[0.1145241412708777],IF app <= 3.2350000143051147 AND rtime > -1.8549999594688416 AND rrexp > 714.2400207519531 THEN defect = False,[0.1017384882703766],False
openstack,IF asawr > 0.014999999664723873 AND age <= 1.1649999618530273 AND rrexp > -485.1449890136719 THEN defect = False,[0.08417589503628783],IF app <= 2.465000033378601 AND rtime > 1.4700000286102295 THEN defect = False,[0.08253495470812167],False
openstack,IF nrev > 1.9950000047683716 AND la > 1.5699999928474426 AND rtime <= 8.989999771118164 THEN defect = False,[0.11176802452356001],IF la > 21.074999809265137 AND rrexp > 468.2100067138672 AND nd <= 2.9850000143051147 THEN defect = False,[0.2917612163165963],False
openstack,IF la > 10.010000228881836 AND rsawr > 0.06000000052154064 AND asawr > -0.004999999888241291 THEN defect = False,[0.2910008236291046],IF app <= 3.009999990463257 AND la > 9.195000171661377 AND ndev > 2.865000009536743 THEN defect = False,[0.10756450996581843],False
openstack,IF ent <= 0.004999999888241291 AND ndev > 2.924999952316284 THEN defect = False,[0.08972139482391804],IF rtime > 0.0400000000372529 AND nrev > 1.0449999570846558 THEN defect = False,[0.12575371661060025],False
openstack,IF app > 2.90500009059906 AND ent <= 0.8650000095367432 THEN defect = False,[0.2884734929996777],IF app <= 4.045000076293945 AND app > 3.9850000143051147 THEN defect = False,[0.12290809878329008],False
openstack,IF nrev <= 5.984999895095825 AND rrexp <= 1555.1199951171875 AND ent > 0.5799999833106995 THEN defect = False,[0.41522020433456114],IF app > 2.9950000047683716 AND ent <= 0.9549999833106995 THEN defect = False,[0.08646853302244421],False
openstack,IF app <= 4.944999933242798 AND app <= 3.024999976158142 THEN defect = False,[0.12200331569472618],IF app <= 3.1049998998641968 AND app <= 3.975000023841858 AND la <= 171.91500091552734 THEN defect = False,[0.11049727663938276],False
openstack,IF rtime > -11.804999828338623 AND nrev > 2.930000066757202 THEN defect = False,[0.31030177620668564],IF app <= 4.194999933242798 AND app > 2.930000066757202 THEN defect = False,[0.11453890979728414],False
openstack,IF ent > 0.014999999664723873 AND app > 1.2199999690055847 AND ent <= 0.7049999833106995 THEN defect = False,[0.0939941937631252],IF rrexp <= 757.2450256347656 AND age <= 6.330000162124634 THEN defect = False,[0.2983672009581416],False
openstack,IF la > 24.835000038146973 AND rrexp > 1718.6000366210938 THEN defect = False,[0.0898626739335166],IF nrev > 1.0199999809265137 AND nd > 1.4450000524520874 AND nrev > 1.9900000095367432 THEN defect = False,[0.2709961590165051],False
openstack,IF ent <= 0.004999999888241291 AND ndev > 5.730000019073486 THEN defect = False,[0.10828394229195472],IF nrev <= 2.0199999809265137 AND ent > 0.004999999888241291 THEN defect = False,[0.4109755653000569],False
openstack,IF ent <= 0.9449999928474426 AND la > 81.36499786376953 AND ent > 0.024999999441206455 THEN defect = True,[0.0667665714574753],IF la > 104.26499938964844 AND app > 1.0099999904632568 AND age > 0.07499999925494194 THEN defect = True,[0.08447128043437435],False
openstack,IF la > 71.72000122070312 AND rsawr > 0.5049999952316284 AND age > 9.625 THEN defect = False,[0.10283128580024664],IF nrev <= 2.9550000429153442 AND nrev <= 2.1450001001358032 THEN defect = False,[0.1417677763846224],False
openstack,IF rsawr > 0.39000000059604645 AND la > 42.689998626708984 THEN defect = False,[0.07043613837034486],IF rrexp > -214.4050064086914 AND nrev <= 2.009999990463257 AND ent > 0.004999999888241291 THEN defect = False,[0.10480883597348575],False
openstack,IF rtime > 1.9049999713897705 AND nrev <= 5.730000019073486 THEN defect = False,[0.09589217940153986],IF rtime > -34.51499938964844 AND ent <= 0.004999999888241291 THEN defect = False,[1.7350405207123373e-23],False
openstack,IF nrev > 2.9000000953674316 AND ndev <= 79.93500137329102 AND nd <= 4.1549999713897705 THEN defect = False,[0.10075954581302556],IF la <= 77.09000015258789 AND rtime > 7.300000190734863 AND rtime > 6.6549999713897705 THEN defect = False,[0.1216208282534317],False
openstack,IF rtime <= 4.869999885559082 AND ent <= 0.41499999165534973 THEN defect = False,[0.07698873811489403],IF la <= 3.5299999713897705 AND app <= 5.644999980926514 AND rrexp <= 1571.97998046875 THEN defect = False,[0.28510067458412924],False
openstack,IF nd > 1.9700000286102295 AND ent <= 0.9750000238418579 THEN defect = False,[0.11001726504432233],IF nrev <= 2.0149999856948853 AND ent <= 0.9549999833106995 AND ns <= 1.5649999976158142 THEN defect = False,[0.09162995976857127],False
openstack,IF asawr <= 0.024999999441206455 AND rrexp <= 1529.5999755859375 AND app > 1.5450000166893005 THEN defect = False,[0.11595885306498416],IF app > 1.8899999856948853 AND rtime > 29.914999961853027 THEN defect = False,[0.12491294485201745],False
qt,IF ndev > 2.0800000429153442 AND la <= 77.40499877929688 AND nd > 1.4950000047683716 THEN defect = False,[0.10498702655392894],IF la <= 10.12000036239624 AND ent > 0.4050000011920929 THEN defect = False,[0.11898876813132989],False
qt,IF nrev <= 1.0149999856948853 AND app <= 2.049999952316284 AND nrev <= 1.9950000047683716 THEN defect = False,[0.10834257631109616],IF ld > 5.0950000286102295 AND age > 0.1900000050663948 AND nrev <= 2.2200000286102295 THEN defect = False,[0.09249929686900661],False
qt,IF nrev <= 1.0149999856948853 AND rsawr > 0.08500000089406967 AND rsawr > 0.10500000044703484 THEN defect = False,[0.08870346674658117],IF hcmt > 1.9950000047683716 AND la > 2.25 THEN defect = False,[0.22720356435768196],False
qt,IF asexp <= 157.68499755859375 AND asexp > 15.349999904632568 THEN defect = False,[0.13379854641882383],IF ld <= 15.099999904632568 AND ent > 0.5049999952316284 THEN defect = False,[0.09919806630759265],False
qt,IF app <= 2.0199999809265137 AND la > 1.465000033378601 AND asexp > 37.3700008392334 THEN defect = False,[0.10568270758717305],IF hcmt > 1.9049999713897705 AND nrev <= 1.9900000095367432 AND nrev <= 1.0049999952316284 THEN defect = False,[0.10736395636298325],False
qt,IF rsawr <= 0.17500000447034836 AND la <= 14.404999732971191 AND asexp <= 1490.5599975585938 THEN defect = False,[0.2564231554204004],IF nrev <= 2.0149999856948853 AND age > 0.0400000000372529 AND age <= 18.729999542236328 THEN defect = False,[0.08636205310284752],False
qt,IF age <= 168.61000061035156 AND nrev <= 1.0099999904632568 AND hcmt <= 2.5549999475479126 THEN defect = False,[0.26231320718685175],IF nrev > 1.0049999952316284 AND rsawr <= 0.16499999910593033 AND nrev > 1.9550000429153442 THEN defect = False,[0.08345140088148087],False
qt,IF ld > 5.9700000286102295 AND ent <= 0.004999999888241291 AND ent <= 0.6299999952316284 THEN defect = False,[0.0961807036250278],IF rsexp <= 1305.125 AND ent <= 0.004999999888241291 AND app <= 2.0399999618530273 THEN defect = False,[0.11994861320627284],False
qt,IF nrev <= 1.0049999952316284 AND nrev <= 1.9950000047683716 AND hcmt > 0.679999977350235 THEN defect = False,[0.11074964202311077],IF ndev <= 10.234999656677246 AND app > 1.9300000071525574 AND app <= 2.059999942779541 THEN defect = False,[0.08446463957728183],False
qt,IF ent <= 0.004999999888241291 AND ld > 3.940000057220459 THEN defect = False,[0.2851563837834508],IF app > 2.0149999856948853 AND nrev <= 2.9600000381469727 AND rtime <= 1.074999988079071 THEN defect = False,[0.3011988125292013],False
qt,IF ld > 3.6799999475479126 AND la > 46.064998626708984 AND ns <= 1.9450000524520874 THEN defect = True,[0.2311093017619849],IF age > 0.0400000000372529 AND la <= 303.77500915527344 AND ns <= 1.5049999952316284 THEN defect = True,[0.08877774080784176],False
qt,IF rsexp <= 1190.9550170898438 AND nrev > 0.8650000095367432 AND la > 3.59499990940094 THEN defect = False,[0.09360083140580942],IF ent <= 0.574999988079071 AND rsexp <= 657.9700012207031 THEN defect = False,[0.1056808562424753],False
qt,IF nrev <= 1.0049999952316284 AND la > 12.170000076293945 AND asawr <= 0.004999999888241291 THEN defect = False,[0.22295834391074942],IF rtime <= -0.004999999888241291 THEN defect = False,[0.4921635241199672],False
qt,IF ent <= 0.004999999888241291 AND nrev <= 1.0099999904632568 THEN defect = False,[8.677229908880288e-24],IF age <= 2.3399999141693115 AND asexp > 70.16999816894531 THEN defect = False,[0.10129823589654721],False
qt,IF la > 7.474999904632568 AND ndev > 4.515000104904175 THEN defect = False,[0.11273803297388636],IF app > 1.034999966621399 AND app > 1.8650000095367432 THEN defect = False,[0.2567892252860685],False
qt,IF ndev <= 14.934999942779541 AND nrev > 1.9700000286102295 THEN defect = False,[0.12466614940604971],IF nd > -1.2400000095367432 AND age > 6.894999980926514 THEN defect = False,[0.09563510033724712],False
qt,IF nd > 0.0800000000745058 AND ns <= 1.4550000429153442 AND ent > 0.03499999921768904 THEN defect = False,[0.24833224600908455],IF nd <= 1.850000023841858 AND ndev > 8.355000019073486 AND hcmt > 0.42499999701976776 THEN defect = False,[0.10797773996960694],False
qt,IF nd > 1.225000023841858 AND la > -14.160000324249268 AND la <= 164.41000366210938 THEN defect = False,[0.1276059116503017],IF hcmt > 1.9950000047683716 AND hcmt > 1.0049999952316284 AND hcmt <= 2.0199999809265137 THEN defect = False,[0.10449479375231374],False
qt,IF app > 1.9900000095367432 AND app <= 2.9950000047683716 AND app <= 2.140000104904175 THEN defect = False,[0.09470515914021978],IF hcmt > 1.1349999904632568 AND hcmt > 1.9300000071525574 AND ld <= 19.649999618530273 THEN defect = False,[0.09329778399213018],False
qt,IF ld > 5.694999933242798 THEN defect = False,[0.11731662564451058],IF hcmt <= 5.315000057220459 AND hcmt > 0.8700000047683716 AND nrev <= 1.0049999952316284 THEN defect = False,[0.1717868627538479],False
qt,IF asexp <= 1531.2450561523438 AND age <= 3.6549999713897705 AND ld <= 50.790000915527344 THEN defect = False,[0.09343731129627332],IF ndev > 4.9700000286102295 AND app > 1.0049999952316284 AND la <= 8.545000076293945 THEN defect = False,[0.3960367142852456],False
qt,IF la > 9.800000190734863 AND hcmt > -0.26499998569488525 AND la > 10.825000286102295 THEN defect = False,[0.5082737587759909],IF ld <= 45.290000915527344 AND la > 33.130001068115234 THEN defect = False,[0.10300072855441969],False
qt,IF nrev > 2.9700000286102295 AND la <= 146.35499572753906 AND nrev <= 3.0899999141693115 THEN defect = False,[0.10822197742486579],IF asexp > 105.30999755859375 AND ns > 1.7450000047683716 AND nrev <= 4.2850000858306885 THEN defect = False,[0.10613856581495987],False
qt,IF rsexp <= 74.14500045776367 AND ld <= 27.949999809265137 AND la <= 1389.8099975585938 THEN defect = False,[0.09209582072650624],IF nd <= 13.884999752044678 AND ns > 1.0049999952316284 AND la > -0.9450000524520874 THEN defect = False,[0.10412578981893185],False
qt,IF la <= 7.879999876022339 AND rtime <= 0.1249999962747097 AND la <= 870.635009765625 THEN defect = False,[0.08953725869069068],IF la <= 85.41499710083008 AND rtime > 0.004999999888241291 AND asexp > 5.289999961853027 THEN defect = False,[0.2563718724053141],False
qt,IF rsexp > 950.2900085449219 THEN defect = False,[0.09202163411572059],IF ent > -0.2549999952316284 AND nrev <= 1.0099999904632568 THEN defect = False,[0.09527450155204867],False
qt,IF ndev > 0.9449999928474426 AND asexp > 38.65999984741211 AND rsawr <= 0.054999999701976776 THEN defect = False,[0.13016958691101527],IF app > 1.9900000095367432 AND nrev <= 6.820000171661377 THEN defect = False,[0.12250470037139512],False
qt,IF ndev <= 8.694999694824219 AND asawr > 0.024999999441206455 THEN defect = False,[0.11487800234948849],IF ent <= 0.004999999888241291 AND nrev <= 1.0049999952316284 THEN defect = False,[6.577879721883461e-23],False
qt,IF asexp <= 108.43000030517578 AND app > 1.965000033378601 AND rsexp > 65.11999893188477 THEN defect = False,[0.10306390622677351],IF asexp > 12.420000076293945 AND asexp > 63.489999771118164 AND ent <= 0.009999999776482582 THEN defect = False,[0.0990030750724234],False
qt,IF rsexp > 254.41500091552734 AND nrev <= 5.835000038146973 THEN defect = False,[0.11264356759431111],IF nd <= 2.09499990940094 THEN defect = False,[0.0968817521473695],False
qt,IF age > 0.054999999701976776 AND app <= 2.0049999952316284 AND ns <= 1.7350000143051147 THEN defect = False,[0.13656410586248563],IF rtime <= 1.1449999809265137 AND nrev > -0.8799999952316284 AND rsexp <= 1324.6799926757812 THEN defect = False,[0.09808592642392648],False
qt,IF app <= 1.25 AND rsexp > 1.2050000429153442 AND la <= 60.39500045776367 THEN defect = False,[0.08371710045673268],IF asexp > 9.235000133514404 AND nrev <= 2.3700000047683716 AND rtime > 0.024999999441206455 THEN defect = False,[0.2663229492752862],False
qt,IF rsawr <= 0.17500000447034836 AND ndev > 9.934999942779541 THEN defect = False,[0.1184131895542705],IF asexp <= 286.75 AND asexp <= 334.2550048828125 THEN defect = False,[0.10525530954095323],False
qt,IF app <= 2.965000033378601 AND app <= 2.009999990463257 THEN defect = False,[0.10751504308722061],IF ent > 0.8349999785423279 AND app > 1.0149999856948853 AND age > 4.669999837875366 THEN defect = False,[0.2881230261844509],False
qt,IF hcmt > 1.9950000047683716 AND app <= 2.100000023841858 THEN defect = False,[0.03356744456499676],IF ld <= 39.244998931884766 AND asexp <= 1294.8450317382812 AND ent <= 0.8650000095367432 THEN defect = False,[0.10284794202303235],False
qt,IF hcmt <= 4.005000114440918 AND ns <= 1.5149999856948853 THEN defect = False,[0.16631829496056447],IF hcmt > 3.915000081062317 AND la <= 39.94000053405762 AND ndev <= 6.394999980926514 THEN defect = False,[0.1013037980030565],False
qt,IF ent > 0.4449999928474426 AND rtime > 0.2549999952316284 AND ld <= 20.355000495910645 THEN defect = False,[0.29677999997963683],IF ndev > 2.2649999856948853 AND ndev > 2.0049999952316284 AND nrev <= 1.0049999952316284 THEN defect = False,[0.03352155639089862],False
qt,IF rtime > 0.17500000447034836 AND ent <= 0.7649999856948853 AND ent > -0.08999999798834324 THEN defect = False,[0.08872374462159674],IF ent > 0.004999999888241291 AND la <= 16.050000190734863 AND ent > 0.23499999940395355 THEN defect = False,[0.12880623730340215],False
qt,IF nrev <= 1.0049999952316284 AND ent <= 0.004999999888241291 AND hcmt > 1.8149999976158142 THEN defect = False,[1.6151214358343904e-23],IF nrev <= 1.0099999904632568 AND ent <= 0.024999999441206455 THEN defect = False,[1.700835721278758e-23],False
qt,IF ns <= 1.3849999904632568 AND ent > 0.4050000011920929 THEN defect = False,[0.3064134391363474],IF hcmt > 1.9950000047683716 AND hcmt <= 2.059999942779541 THEN defect = False,[0.1251264011375547],False
qt,IF nrev <= 1.0049999952316284 AND ent <= 0.014999999664723873 THEN defect = False,[1.479196744566824e-23],IF hcmt > 1.0149999856948853 AND rtime > 0.3050000071525574 THEN defect = False,[0.11673373028632815],False
qt,IF rtime > -26.315000534057617 AND ld > 4.050000190734863 THEN defect = False,[0.029023804386717617],IF ent <= 0.004999999888241291 AND la <= 63.079999923706055 AND nrev <= 1.0049999952316284 THEN defect = False,[7.895898462630238e-24],False
qt,IF app <= 3.9950000047683716 AND ld > 7.335000038146973 THEN defect = False,[0.1654894679128319],IF hcmt > 1.9450000524520874 AND ndev <= 8.09000015258789 THEN defect = False,[0.10324043600902273],False
qt,IF la <= 285.1699981689453 AND nrev <= 1.9950000047683716 AND nrev <= 1.0049999952316284 THEN defect = False,[7.5580769520075e-24],IF nrev <= 1.9950000047683716 AND nrev <= 1.0099999904632568 THEN defect = False,[3.823066427313662e-24],False
qt,IF nrev <= 1.0049999952316284 AND nrev <= 2.9850000143051147 AND hcmt > 0.9449999928474426 THEN defect = False,[0.0374324955690211],IF asexp <= 401.22999572753906 AND age <= 44.59499931335449 AND rtime <= 4.4649999141693115 THEN defect = False,[0.09634156028854503],False
qt,IF app <= 2.875 AND app <= 2.0049999952316284 THEN defect = False,[0.03446163268517525],IF nrev <= 1.0049999952316284 AND hcmt > 0.5349999964237213 THEN defect = False,[0.09550709490349743],False
qt,IF ld <= 288.8149871826172 AND nrev <= 1.0099999904632568 THEN defect = False,[6.410904163000485e-24],IF nrev <= 1.9350000023841858 AND nrev <= 1.0049999952316284 THEN defect = False,[8.222902794571222e-24],False
qt,IF nrev <= 1.0049999952316284 AND ent <= 0.004999999888241291 THEN defect = False,[8.354670269997728e-24],IF nrev <= 1.0099999904632568 AND ent <= 0.024999999441206455 THEN defect = False,[8.318307604813126e-24],False
qt,IF app > 2.225000023841858 AND ns <= 1.4599999785423279 AND app <= 3.8799999952316284 THEN defect = True,[0.09043002876455308],IF ent <= 0.9150000214576721 AND la > 57.5049991607666 THEN defect = True,[0.07810463661127559],False
qt,IF rsexp > 7.955000162124634 AND age <= 10.799999713897705 AND app > 0.004999999888241291 THEN defect = False,[0.28018925104843717],IF la > 11.0 THEN defect = False,[0.25661217614525456],False
qt,IF rtime <= 33.670000076293945 AND hcmt > 1.7899999618530273 THEN defect = False,[0.1179143856019052],IF ent > 0.004999999888241291 AND asexp > 927.0 AND ent > 0.4399999976158142 THEN defect = False,[0.10843835487709198],False
qt,IF nrev <= 1.0049999952316284 AND nrev <= 2.9700000286102295 THEN defect = False,[5.732566357697459e-24],IF app <= 2.9850000143051147 AND app <= 2.0649999380111694 AND app > 1.9549999833106995 THEN defect = False,[0.10195414146859619],False
qt,IF la > 10.445000171661377 AND la > 14.654999732971191 AND ld <= 37.64500045776367 THEN defect = False,[0.10107175409106842],IF la <= 257.7149963378906 AND rsexp <= 1577.9749755859375 AND ns > 1.5049999952316284 THEN defect = False,[0.11801300169641464],False
qt,IF app > 1.965000033378601 AND rsawr > 0.11499999836087227 THEN defect = False,[0.09657075967619372],IF asexp > 699.3200073242188 THEN defect = False,[0.26189403500597336],False
qt,IF nrev <= 1.0049999952316284 AND ent <= 0.004999999888241291 THEN defect = False,[9.450219484026182e-24],IF rtime <= 2.2549999952316284 AND rtime > 0.29999999701976776 THEN defect = False,[0.2745120621417885],False
qt,IF rsawr <= 0.054999999701976776 AND app <= 2.25 THEN defect = False,[0.11072592298034498],IF la > 16.97000026702881 THEN defect = False,[0.09825279896510507],False
qt,IF age > 13.519999980926514 AND app <= 2.0299999713897705 THEN defect = False,[0.10032102929702227],IF rtime > 0.7749999761581421 AND ent > 0.4650000035762787 AND hcmt <= 4.134999990463257 THEN defect = False,[0.10000899365971473],False
qt,IF la <= 1323.6799926757812 AND app <= 0.004999999888241291 AND nd <= 1.9350000023841858 THEN defect = False,[0.38997117408322446],IF ent <= 1.0049999952316284 AND rtime > 0.004999999888241291 AND ld > 7.360000133514404 THEN defect = False,[0.09718424235304234],False
qt,IF app <= 2.0049999952316284 AND nrev > 3.84499990940094 THEN defect = False,[0.13898555482456224],IF ndev > 2.9950000047683716 AND rsawr > 0.014999999664723873 AND rtime > 0.4650000035762787 THEN defect = False,[0.3017030661338382],False
qt,IF nrev <= 1.0049999952316284 AND ndev > 4.1000001430511475 AND ns <= 1.4900000095367432 THEN defect = False,[0.2805379627714067],IF ndev > 3.109999895095825 AND la <= 8.195000171661377 AND ndev > 3.759999990463257 THEN defect = False,[0.09769260850706556],False
qt,IF nrev <= 3.0149999856948853 AND ndev > 14.779999732971191 AND ns <= 2.440000057220459 THEN defect = False,[0.10701334369518511],IF app <= 2.9950000047683716 AND la > 1.5099999904632568 AND app <= 2.1200000047683716 THEN defect = False,[0.11789953890414437],False
qt,IF asexp > 17.020000457763672 THEN defect = False,[0.12176308927238397],IF la <= 37.44500160217285 AND rtime > 0.004999999888241291 AND rsexp > 4.7850000858306885 THEN defect = False,[0.0986144536173718],False
qt,IF la > 64.40999794006348 AND rsawr > -0.024999999441206455 AND ent <= 0.925000011920929 THEN defect = True,[0.07291916921604503],IF ns > 1.9249999523162842 AND ent > 0.019999999552965164 AND ns > 2.0899999141693115 THEN defect = True,[0.09472604848746247],False
qt,IF ent > 0.009999999776482582 AND ns <= 1.7549999952316284 AND ent > 0.24499999731779099 THEN defect = False,[0.11087612490998332],IF nrev > 1.0149999856948853 AND la > 1.0800000429153442 AND nrev > 1.9950000047683716 THEN defect = False,[0.281392061805333],False
qt,IF ndev <= 2.009999990463257 AND ld <= 16.979999542236328 THEN defect = False,[0.295473923533323],IF rsexp > 10.0 AND ndev > 1.2049999833106995 AND nrev <= 1.0199999809265137 THEN defect = False,[0.25347020739401915],False
qt,IF la <= 117.38000106811523 AND nrev > 1.0049999952316284 AND nrev > 1.9950000047683716 THEN defect = False,[0.0979446801942416],IF app > 1.9800000190734863 AND app <= 2.9850000143051147 AND app <= 2.125 THEN defect = False,[0.11115760735324721],False
qt,IF ld > 5.740000009536743 AND ld > 1.0850000381469727 THEN defect = False,[0.09555178798464413],IF rsexp > 1286.5 AND nrev <= 1.0049999952316284 THEN defect = False,[0.11066469799630368],False
qt,IF ns <= 1.6899999976158142 AND ent > 0.24499999731779099 AND ent > 0.004999999888241291 THEN defect = False,[0.1349046008141449],IF rsexp > 266.2550048828125 THEN defect = False,[0.1017228616848329],False
qt,IF ent > 0.24499999731779099 AND rsexp <= 5.539999961853027 AND la <= 480.26499938964844 THEN defect = False,[0.24898832194032824],IF age <= 0.08999999798834324 AND la > 22.369999885559082 THEN defect = False,[0.12821335081868068],False
qt,IF la <= 95.17499923706055 AND rsexp > 0.7650000154972076 AND ent <= 0.009999999776482582 THEN defect = False,[0.09397700219305327],IF la <= 45.53000068664551 AND age > 0.2900000065565109 THEN defect = False,[0.3204197680644686],False
qt,IF ndev > 3.5549999475479126 AND ld <= 22.0 THEN defect = False,[0.09818506591652926],IF ld > 0.3400000035762787 AND app <= 2.0399999618530273 THEN defect = False,[0.03401904937431439],False
qt,IF age > 6.335000038146973 AND ent > 0.2199999988079071 AND ent > 0.004999999888241291 THEN defect = False,[0.11145963443173257],IF la <= 52.78499984741211 AND ns > 1.3799999952316284 THEN defect = False,[0.09798977427465747],False
qt,IF rtime <= 0.6500000059604645 AND ld > 4.105000019073486 AND rsexp > 0.5949999988079071 THEN defect = False,[0.22326962076069912],IF age > 0.1550000011920929 AND age > 0.0949999988079071 AND app > 0.19500000029802322 THEN defect = False,[0.10986467118967744],False
qt,IF app <= 0.949999988079071 AND nrev <= 0.6949999928474426 AND nrev <= 1.0099999904632568 THEN defect = False,[0.336709747015127],IF ndev > 0.2549999952316284 AND ent <= 0.5750000178813934 AND ndev > 0.11499999836087227 THEN defect = False,[0.26372567688444537],False
qt,IF ndev > -5.369999885559082 AND ld > 2.975000023841858 THEN defect = False,[0.1086317659598857],IF la <= 824.9049987792969 AND la > 10.695000171661377 AND la > 7.304999828338623 THEN defect = False,[0.2529229108325977],False
qt,IF ld > 4.575000047683716 THEN defect = False,[0.09642923388192035],IF hcmt <= 1.965000033378601 AND rsawr > 0.0950000025331974 THEN defect = False,[0.2691910920720907],False
qt,IF app <= 2.1100000143051147 AND ent <= 0.8349999785423279 THEN defect = False,[0.12871278858794993],IF la <= 80.82500076293945 AND nrev <= 2.940000057220459 AND ld > 5.355000019073486 THEN defect = False,[0.09405799151901909],False
qt,IF ld <= 534.2649841308594 AND ld > 6.43999981880188 THEN defect = False,[0.10779878670052241],IF la > 46.55999946594238 AND ld <= 477.30999755859375 AND la > 44.880001068115234 THEN defect = False,[0.4606225962395209],False
qt,IF app <= 2.0850000381469727 AND rtime > 1.8250000476837158 AND asawr > 0.014999999664723873 THEN defect = False,[0.1161404049465309],IF app > 1.9950000047683716 AND asexp <= 200.9749984741211 THEN defect = False,[0.13311005768600498],False
qt,IF la <= 139.02999877929688 AND ndev <= 5.570000171661377 THEN defect = False,[0.12785884062084565],IF rtime > 2.2350000143051147 AND hcmt > 0.9900000095367432 THEN defect = False,[0.11534073525152742],False
qt,IF nrev <= 2.9950000047683716 AND nrev <= 1.0049999952316284 THEN defect = False,[6.096747327285705e-24],IF nrev > 1.0099999904632568 AND ent <= 0.004999999888241291 AND nrev > 1.9950000047683716 THEN defect = False,[7.569670206517723e-24],False
qt,IF app > 1.9900000095367432 AND app <= 2.1850000619888306 THEN defect = False,[0.09907067600609909],IF app <= 2.009999990463257 AND app > 1.8199999928474426 THEN defect = False,[0.06202386249841365],False
qt,IF ent > 0.4399999976158142 AND la <= 17.234999656677246 THEN defect = False,[0.1354654341099217],IF rsexp <= 772.9599914550781 AND ent > 0.014999999664723873 AND ld <= 15.369999885559082 THEN defect = False,[0.10470782407023038],False
qt,IF hcmt > 0.3799999952316284 AND app <= 2.0199999809265137 AND app <= 2.9700000286102295 THEN defect = False,[0.1553764229441328],IF app <= 2.9200000762939453 AND app <= 2.0149999856948853 AND age > 42.435001373291016 THEN defect = False,[0.029777031881343625],False
qt,IF app <= 2.875 AND app <= 2.0449999570846558 THEN defect = False,[0.35035697559772067],IF hcmt > 1.9950000047683716 AND rtime <= 1.8849999904632568 THEN defect = False,[0.12226535146951631],False
qt,IF rtime > 0.2900000065565109 AND asexp > 1250.155029296875 AND app <= 2.990000009536743 THEN defect = False,[0.11886802343293162],IF ent > 0.3449999988079071 AND ent > 0.014999999664723873 AND la <= 8.849999904632568 THEN defect = False,[0.13760761938609556],False
qt,IF age > 1.2599999904632568 AND app > 1.6200000047683716 AND asexp > 166.0800018310547 THEN defect = False,[0.1030233487151526],IF app > 1.8949999809265137 AND nrev <= 1.0049999952316284 THEN defect = False,[0.10031510759166508],False
qt,IF ent > 0.26500000059604645 AND la <= 15.260000228881836 AND ent > 0.004999999888241291 THEN defect = False,[0.1049819765204588],IF ndev > 4.075000047683716 AND nrev <= 1.0149999856948853 THEN defect = False,[0.28789791868706344],False
qt,IF age <= 166.80500030517578 AND la > 1.6449999809265137 AND nrev <= 2.0299999713897705 THEN defect = False,[0.11014671833356056],IF ent <= 0.004999999888241291 AND app > 1.0149999856948853 THEN defect = False,[0.10002966365523312],False
qt,IF la <= 471.65000915527344 AND la > 15.934999942779541 THEN defect = False,[0.2942527954000703],IF app <= 1.274999976158142 AND ent > -0.054999999701976776 AND la > 19.699999809265137 THEN defect = False,[0.3304829821443085],False
qt,IF ld <= 442.50999450683594 AND ent > 0.7049999833106995 THEN defect = False,[0.23627670580109358],IF age > 0.23499999940395355 AND ndev > 0.2849999964237213 AND ns <= 2.6450001001358032 THEN defect = False,[0.09636854836695125],False
qt,IF ld <= 18.644999504089355 AND app <= 2.149999976158142 THEN defect = False,[0.1309814042672457],IF ent <= 0.9150000214576721 AND nrev > 1.0049999952316284 AND nrev > 1.9950000047683716 THEN defect = False,[0.11440316259373905],False
qt,IF app <= 3.9700000286102295 AND age > 74.39500045776367 THEN defect = False,[0.332568559660865],IF hcmt > 1.9399999976158142 AND nrev <= 1.0049999952316284 THEN defect = False,[0.10062622707570033],False
